#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.169473978346 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3778000000     -5.66883937      0.5635895929E-01
  -0.3777000000     -5.66611823      0.5673569536E-01
  -0.3776000000     -5.66339710      0.5710552864E-01
  -0.3775000000     -5.66067596      0.5746787658E-01
  -0.3774000000     -5.65795482      0.5782214908E-01
  -0.3773000000     -5.65523368      0.5816775018E-01
  -0.3772000000     -5.65251254      0.5850407998E-01
  -0.3771000000     -5.64979140      0.5883053663E-01
  -0.3770000000     -5.64707027      0.5914651841E-01
  -0.3769000000     -5.64434913      0.5945142597E-01
  -0.3768000000     -5.64162799      0.5974466463E-01
  -0.3767000000     -5.63890685      0.6002564676E-01
  -0.3766000000     -5.63618571      0.6029379428E-01
  -0.3765000000     -5.63346457      0.6054854110E-01
  -0.3764000000     -5.63074343      0.6078933579E-01
  -0.3763000000     -5.62802230      0.6101564404E-01
  -0.3762000000     -5.62530116      0.6122695132E-01
  -0.3761000000     -5.62258002      0.6142276542E-01
  -0.3760000000     -5.61985888      0.6160261896E-01
  -0.3759000000     -5.61713774      0.6176607187E-01
  -0.3758000000     -5.61441660      0.6191271378E-01
  -0.3757000000     -5.61169547      0.6204216627E-01
  -0.3756000000     -5.60897433      0.6215408505E-01
  -0.3755000000     -5.60625319      0.6224816196E-01
  -0.3754000000     -5.60353205      0.6232412684E-01
  -0.3753000000     -5.60081091      0.6238174913E-01
  -0.3752000000     -5.59808977      0.6242083938E-01
  -0.3751000000     -5.59536864      0.6244125048E-01
  -0.3750000000     -5.59264750      0.6244287868E-01
  -0.3749000000     -5.58992636      0.6242566430E-01
  -0.3748000000     -5.58720522      0.6238959234E-01
  -0.3747000000     -5.58448408      0.6233469265E-01
  -0.3746000000     -5.58176294      0.6226104002E-01
  -0.3745000000     -5.57904181      0.6216875383E-01
  -0.3744000000     -5.57632067      0.6205799761E-01
  -0.3743000000     -5.57359953      0.6192897820E-01
  -0.3742000000     -5.57087839      0.6178194480E-01
  -0.3741000000     -5.56815725      0.6161718766E-01
  -0.3740000000     -5.56543611      0.6143503663E-01
  -0.3739000000     -5.56271497      0.6123585947E-01
  -0.3738000000     -5.55999384      0.6102005998E-01
  -0.3737000000     -5.55727270      0.6078807593E-01
  -0.3736000000     -5.55455156      0.6054037688E-01
  -0.3735000000     -5.55183042      0.6027746186E-01
  -0.3734000000     -5.54910928      0.5999985688E-01
  -0.3733000000     -5.54638814      0.5970811245E-01
  -0.3732000000     -5.54366701      0.5940280095E-01
  -0.3731000000     -5.54094587      0.5908451400E-01
  -0.3730000000     -5.53822473      0.5875385982E-01
  -0.3729000000     -5.53550359      0.5841146053E-01
  -0.3728000000     -5.53278245      0.5805794957E-01
  -0.3727000000     -5.53006131      0.5769396903E-01
  -0.3726000000     -5.52734018      0.5732016717E-01
  -0.3725000000     -5.52461904      0.5693719590E-01
  -0.3724000000     -5.52189790      0.5654570845E-01
  -0.3723000000     -5.51917676      0.5614635704E-01
  -0.3722000000     -5.51645562      0.5573979073E-01
  -0.3721000000     -5.51373448      0.5532665339E-01
  -0.3720000000     -5.51101335      0.5490758176E-01
  -0.3719000000     -5.50829221      0.5448320364E-01
  -0.3718000000     -5.50557107      0.5405413633E-01
  -0.3717000000     -5.50284993      0.5362098503E-01
  -0.3716000000     -5.50012879      0.5318434153E-01
  -0.3715000000     -5.49740765      0.5274478300E-01
  -0.3714000000     -5.49468651      0.5230287089E-01
  -0.3713000000     -5.49196538      0.5185915001E-01
  -0.3712000000     -5.48924424      0.5141414774E-01
  -0.3711000000     -5.48652310      0.5096837331E-01
  -0.3710000000     -5.48380196      0.5052231734E-01
  -0.3709000000     -5.48108082      0.5007645133E-01
  -0.3708000000     -5.47835968      0.4963122741E-01
  -0.3707000000     -5.47563855      0.4918707814E-01
  -0.3706000000     -5.47291741      0.4874441635E-01
  -0.3705000000     -5.47019627      0.4830363520E-01
  -0.3704000000     -5.46747513      0.4786510822E-01
  -0.3703000000     -5.46475399      0.4742918947E-01
  -0.3702000000     -5.46203285      0.4699621377E-01
  -0.3701000000     -5.45931172      0.4656649698E-01
  -0.3700000000     -5.45659058      0.4614033638E-01
  -0.3699000000     -5.45386944      0.4571801102E-01
  -0.3698000000     -5.45114830      0.4529978221E-01
  -0.3697000000     -5.44842716      0.4488589396E-01
  -0.3696000000     -5.44570602      0.4447657352E-01
  -0.3695000000     -5.44298489      0.4407203189E-01
  -0.3694000000     -5.44026375      0.4367246443E-01
  -0.3693000000     -5.43754261      0.4327805138E-01
  -0.3692000000     -5.43482147      0.4288895849E-01
  -0.3691000000     -5.43210033      0.4250533759E-01
  -0.3690000000     -5.42937919      0.4212732722E-01
  -0.3689000000     -5.42665805      0.4175505321E-01
  -0.3688000000     -5.42393692      0.4138862930E-01
  -0.3687000000     -5.42121578      0.4102815774E-01
  -0.3686000000     -5.41849464      0.4067372986E-01
  -0.3685000000     -5.41577350      0.4032542667E-01
  -0.3684000000     -5.41305236      0.3998331944E-01
  -0.3683000000     -5.41033122      0.3964747024E-01
  -0.3682000000     -5.40761009      0.3931793250E-01
  -0.3681000000     -5.40488895      0.3899475156E-01
  -0.3680000000     -5.40216781      0.3867796514E-01
  -0.3679000000     -5.39944667      0.3836760388E-01
  -0.3678000000     -5.39672553      0.3806369184E-01
  -0.3677000000     -5.39400439      0.3776624690E-01
  -0.3676000000     -5.39128326      0.3747528129E-01
  -0.3675000000     -5.38856212      0.3719080195E-01
  -0.3674000000     -5.38584098      0.3691281102E-01
  -0.3673000000     -5.38311984      0.3664130617E-01
  -0.3672000000     -5.38039870      0.3637628102E-01
  -0.3671000000     -5.37767756      0.3611772548E-01
  -0.3670000000     -5.37495643      0.3586562612E-01
  -0.3669000000     -5.37223529      0.3561996648E-01
  -0.3668000000     -5.36951415      0.3538072739E-01
  -0.3667000000     -5.36679301      0.3514788728E-01
  -0.3666000000     -5.36407187      0.3492142245E-01
  -0.3665000000     -5.36135073      0.3470130732E-01
  -0.3664000000     -5.35862959      0.3448751473E-01
  -0.3663000000     -5.35590846      0.3428001614E-01
  -0.3662000000     -5.35318732      0.3407878186E-01
  -0.3661000000     -5.35046618      0.3388378130E-01
  -0.3660000000     -5.34774504      0.3369498312E-01
  -0.3659000000     -5.34502390      0.3351235547E-01
  -0.3658000000     -5.34230276      0.3333586611E-01
  -0.3657000000     -5.33958163      0.3316548265E-01
  -0.3656000000     -5.33686049      0.3300117265E-01
